color,duration,gross,movie_title,country,content_rating,title_year,imdb_score,movie_facebook_likes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
1,139.0,150832203.0,Divergent ,0.7952063914780293,3.0,2014.0,6.7,49000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,131.0,51396781.0,Enemy at the Gates ,0.7952063914780293,4.0,2001.0,7.6,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,104.0,47592825.0,The Rundown ,0.7952063914780293,3.0,2003.0,6.7,17440.130650769996,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,130.0,50016394.0,Last Action Hero ,0.7952063914780293,3.0,1993.0,6.2,17440.130650769996,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,145.0,57010853.0,Memoirs of a Geisha ,0.7952063914780293,3.0,2005.0,7.3,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,104.0,62494975.0,The Fast and the Furious: Tokyo Drift ,0.7952063914780293,3.0,2006.0,6.0,17440.130650769996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,97.0,46440491.0,Arthur Christmas ,0.08468708388814913,2.0,2011.0,7.1,17440.130650769996,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,178.0,44606335.0,Meet Joe Black ,0.7952063914780293,3.0,1998.0,7.1,10000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,108.0,40048332.0,Collateral Damage ,0.7952063914780293,4.0,2002.0,5.5,941.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,106.0,64933670.0,Mirror Mirror ,0.7952063914780293,2.0,2012.0,5.6,18000.0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,112.0,31494270.0,Scott Pilgrim vs. the World ,0.7952063914780293,3.0,2010.0,7.5,36000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,135.0,31111260.0,The Core ,0.7952063914780293,3.0,2003.0,5.4,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,109.0,123307945.0,Nutty Professor II: The Klumps ,0.7952063914780293,3.0,2000.0,4.3,374.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,86.0,153288182.0,Scooby-Doo ,0.7952063914780293,2.0,2002.0,4.9,17440.130650769996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,95.0,13401683.0,Dredd ,0.08468708388814913,4.0,2012.0,7.1,46000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,107.0,137340146.0,Click ,0.7952063914780293,3.0,2006.0,6.4,7000.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,82.0,43575716.0,Cats & Dogs: The Revenge of Kitty Galore ,0.7952063914780293,2.0,2010.0,4.3,17440.130650769996,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,88.0,80170146.0,Jumper ,0.7952063914780293,3.0,2008.0,6.1,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,120.0,75754670.0,Hellboy II: The Golden Army ,0.7952063914780293,3.0,2008.0,7.0,3000.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,162.0,33048353.0,Zodiac ,0.7952063914780293,4.0,2007.0,7.7,12000.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,123.0,34543701.0,The 6th Day ,0.7952063914780293,3.0,2000.0,5.9,17440.130650769996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,101.0,242589580.0,Bruce Almighty ,0.7952063914780293,3.0,2003.0,6.7,17440.130650769996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,113.0,102981571.0,The Expendables ,0.7952063914780293,4.0,2010.0,6.5,57000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,110.0,180965237.0,Mission: Impossible ,0.7952063914780293,3.0,1996.0,7.1,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,142.0,407999255.0,The Hunger Games ,0.7952063914780293,3.0,2012.0,7.3,140000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,102.0,254455986.0,The Hangover Part II ,0.7952063914780293,4.0,2011.0,6.5,56000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,126.0,162831698.0,Batman Returns ,0.7952063914780293,3.0,1992.0,7.0,17440.130650769996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,83.0,155019340.0,Over the Hedge ,0.7952063914780293,2.0,2006.0,6.8,17440.130650769996,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,85.0,145771527.0,Lilo & Stitch ,0.7952063914780293,2.0,2002.0,7.2,17440.130650769996,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,120.0,140459099.0,Deep Impact ,0.7952063914780293,3.0,1998.0,6.1,17440.130650769996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,116.0,53215979.0,RED 2 ,0.7952063914780293,3.0,2013.0,6.7,22000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,113.0,158115031.0,The Longest Yard ,0.7952063914780293,3.0,2005.0,6.4,17440.130650769996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,87.0,133103929.0,Alvin and the Chipmunks: Chipwrecked ,0.7952063914780293,1.0,2011.0,4.4,17440.130650769996,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,101.0,133668525.0,Grown Ups 2 ,0.7952063914780293,3.0,2013.0,5.4,14000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,110.0,130313314.0,Get Smart ,0.7952063914780293,3.0,2008.0,6.5,17440.130650769996,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,128.0,124590960.0,Something's Gotta Give ,0.7952063914780293,3.0,2003.0,6.7,17440.130650769996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,138.0,127968405.0,Shutter Island ,0.7952063914780293,4.0,2010.0,8.1,53000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,88.0,120136047.0,Four Christmases ,0.09320905459387484,3.0,2008.0,5.6,17440.130650769996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,91.0,128200012.0,Robots ,0.7952063914780293,2.0,2005.0,6.3,17440.130650769996,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,138.0,112225777.0,Face/Off ,0.7952063914780293,4.0,1997.0,7.3,11000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,99.0,109993847.0,Bedtime Stories ,0.7952063914780293,2.0,2008.0,6.1,17440.130650769996,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,117.0,104054514.0,Road to Perdition ,0.7952063914780293,4.0,2002.0,7.7,17440.130650769996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,117.0,103028109.0,Just Go with It ,0.7952063914780293,3.0,2011.0,6.4,19000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,123.0,101087161.0,Con Air ,0.7952063914780293,4.0,1997.0,6.8,17440.130650769996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,118.0,101111837.0,Eagle Eye ,0.7952063914780293,3.0,2008.0,6.6,17440.130650769996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,154.0,95632614.0,Cold Mountain ,0.7952063914780293,4.0,2003.0,7.2,17440.130650769996,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,118.0,94822707.0,The Book of Eli ,0.7952063914780293,4.0,2010.0,6.9,20000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,90.0,92969824.0,Flubber ,0.7952063914780293,2.0,1997.0,5.2,17440.130650769996,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,113.0,91188905.0,The Haunting ,0.7952063914780293,3.0,1999.0,4.9,17440.130650769996,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,88.0,90443603.0,Space Jam ,0.7952063914780293,2.0,1996.0,6.3,17440.130650769996,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1,93.0,82226474.0,The Pink Panther ,0.7952063914780293,2.0,2006.0,5.6,17440.130650769996,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,104.0,79363785.0,The Day the Earth Stood Still ,0.7952063914780293,3.0,2008.0,5.5,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,135.0,76081498.0,Conspiracy Theory ,0.7952063914780293,4.0,1997.0,6.7,17440.130650769996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1,134.0,85707116.0,Fury ,0.7952063914780293,4.0,2014.0,7.6,82000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,98.0,74329966.0,Six Days Seven Nights ,0.7952063914780293,3.0,1998.0,5.7,17440.130650769996,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,80.0,100169068.0,Yogi Bear ,0.7952063914780293,2.0,2010.0,4.6,17440.130650769996,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,83.0,73215310.0,Spirit: Stallion of the Cimarron ,0.7952063914780293,1.0,2002.0,7.0,4000.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,102.0,80360866.0,Zookeeper ,0.7952063914780293,2.0,2011.0,5.2,17440.130650769996,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,130.0,69102910.0,Lost in Space ,0.7952063914780293,3.0,1998.0,5.1,17440.130650769996,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,129.0,65948711.0,The Manchurian Candidate ,0.7952063914780293,4.0,2004.0,6.6,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,89.0,169692572.0,Hotel Transylvania 2 ,0.7952063914780293,2.0,2015.0,6.7,16000.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,74.0,60507228.0,Fantasia 2000 ,0.7952063914780293,1.0,1999.0,7.3,607.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,96.0,56684819.0,The Time Machine ,0.7952063914780293,3.0,2002.0,5.9,3000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,114.0,50628009.0,Mighty Joe Young ,0.7952063914780293,2.0,1998.0,5.6,17440.130650769996,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,99.0,69772969.0,Swordfish ,0.7952063914780293,4.0,2001.0,6.5,17440.130650769996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,129.0,45356386.0,The Legend of Zorro ,0.7952063914780293,2.0,2005.0,5.9,951.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,113.0,55350897.0,What Dreams May Come ,0.7952063914780293,3.0,1998.0,7.0,32000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,90.0,39442871.0,Little Nicky ,0.7952063914780293,3.0,2000.0,5.3,17440.130650769996,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,118.0,37899638.0,The Brothers Grimm ,0.7952063914780293,3.0,2005.0,5.9,17440.130650769996,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,106.0,37754208.0,Mars Attacks! ,0.7952063914780293,3.0,1996.0,6.3,17440.130650769996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,89.0,38542418.0,Surrogates ,0.7952063914780293,3.0,2009.0,6.3,17440.130650769996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,145.0,34566746.0,Thirteen Days ,0.7952063914780293,3.0,2000.0,7.3,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,114.0,32885565.0,Daylight ,0.7952063914780293,3.0,1996.0,5.8,17440.130650769996,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,87.0,36073232.0,Walking with Dinosaurs 3D ,0.7952063914780293,2.0,2013.0,5.2,17440.130650769996,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,119.0,21471685.0,Battlefield Earth ,0.7952063914780293,3.0,2000.0,2.4,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,91.0,20950820.0,Looney Tunes: Back in Action ,0.09320905459387484,2.0,2003.0,5.7,665.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,118.0,19673424.0,Nine ,0.7952063914780293,3.0,2009.0,5.8,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,116.0,19480739.0,Timeline ,0.7952063914780293,3.0,2003.0,5.6,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,177.0,17593391.0,The Postman ,0.7952063914780293,4.0,1997.0,6.0,17440.130650769996,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,97.0,18318000.0,Babe: Pig in the City ,0.09320905459387484,1.0,1998.0,5.8,964.0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,106.0,27356090.0,The Last Witch Hunter ,0.7952063914780293,3.0,2015.0,6.0,21000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,106.0,17473245.0,Red Planet ,0.7952063914780293,3.0,2000.0,5.7,995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,94.0,15131330.0,Arthur and the Invisibles ,0.026897470039946737,2.0,2006.0,6.0,941.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,104.0,19406406.0,Oceans ,0.026897470039946737,1.0,2009.0,7.8,17440.130650769996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102.0,1891821.0,A Sound of Thunder ,0.08468708388814913,3.0,2005.0,4.2,785.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,105.0,23219748.0,Pompeii ,0.09320905459387484,3.0,2014.0,5.6,20000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,135.0,170708996.0,A Beautiful Mind ,0.7952063914780293,3.0,2001.0,8.2,29000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,73.0,422783777.0,The Lion King ,0.7952063914780293,1.0,1994.0,8.5,17000.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,94.0,103812241.0,Journey 2: The Mysterious Island ,0.7952063914780293,2.0,2012.0,5.8,17440.130650769996,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,95.0,119793567.0,Cloudy with a Chance of Meatballs 2 ,0.7952063914780293,2.0,2013.0,6.5,15000.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,124.0,92930005.0,Red Dragon ,0.09320905459387484,4.0,2002.0,7.2,17440.130650769996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,136.0,67286731.0,Hidalgo ,0.7952063914780293,3.0,2004.0,6.7,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,91.0,74158157.0,Jack and Jill ,0.7952063914780293,2.0,2011.0,3.4,17440.130650769996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,107.0,127083765.0,2 Fast 2 Furious ,0.7952063914780293,3.0,2003.0,5.9,17440.130650769996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,108.0,1339152.0,The Little Prince ,0.026897470039946737,2.0,2015.0,7.8,31000.0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,99.0,15071514.0,The Invasion ,0.7952063914780293,3.0,2007.0,5.9,17440.130650769996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,92.0,26000610.0,The Adventures of Rocky & Bullwinkle ,0.7952063914780293,2.0,2000.0,4.1,413.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,87.0,323505540.0,The Secret Life of Pets ,0.09320905459387484,2.0,2016.0,6.8,36000.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,110.0,66462600.0,The League of Extraordinary Gentlemen ,0.7952063914780293,3.0,2003.0,5.8,17440.130650769996,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,98.0,368049635.0,Despicable Me 2 ,0.7952063914780293,2.0,2013.0,7.5,56000.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,154.0,306124059.0,Independence Day ,0.7952063914780293,3.0,1996.0,6.9,16000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,129.0,229074524.0,The Lost World: Jurassic Park ,0.7952063914780293,3.0,1997.0,6.5,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,86.0,193136719.0,Madagascar ,0.7952063914780293,2.0,2005.0,6.9,17440.130650769996,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109.0,35286428.0,Children of Men ,0.7952063914780293,4.0,2006.0,7.9,17000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,104.0,157299717.0,X-Men ,0.7952063914780293,3.0,2000.0,7.4,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,110.0,134568845.0,Wanted ,0.7952063914780293,4.0,2008.0,6.7,17440.130650769996,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,136.0,134006721.0,The Rock ,0.7952063914780293,4.0,1996.0,7.4,51000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,115.0,195329763.0,Ice Age: The Meltdown ,0.7952063914780293,2.0,2006.0,6.9,17440.130650769996,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,99.0,120776832.0,50 First Dates ,0.7952063914780293,3.0,2004.0,6.8,11000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,117.0,118823091.0,Hairspray ,0.7952063914780293,2.0,2007.0,6.7,17440.130650769996,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1,125.0,41814863.0,Exorcist: The Beginning ,0.7952063914780293,4.0,2004.0,5.1,893.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,110.0,97360069.0,Inspector Gadget ,0.7952063914780293,2.0,1999.0,4.1,509.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,125.0,117698894.0,Now You See Me ,0.7952063914780293,3.0,2013.0,7.3,105000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,102.0,162001186.0,Grown Ups ,0.7952063914780293,3.0,2010.0,6.0,12000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,128.0,77032279.0,The Terminal ,0.7952063914780293,3.0,2004.0,7.3,16000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100.0,73023275.0,Hotel for Dogs ,0.7952063914780293,2.0,2009.0,5.4,1000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,124.0,68473360.0,Vertical Limit ,0.7952063914780293,3.0,2000.0,5.9,17440.130650769996,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,102.0,66636385.0,Charlie Wilson's War ,0.7952063914780293,4.0,2007.0,7.1,17440.130650769996,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,90.0,160762022.0,Shark Tale ,0.7952063914780293,2.0,2004.0,6.0,17440.130650769996,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130.0,103338338.0,Dreamgirls ,0.7952063914780293,3.0,2006.0,6.5,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,118.0,55808744.0,Be Cool ,0.7952063914780293,3.0,2005.0,5.7,17440.130650769996,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,163.0,47379090.0,Munich ,0.026897470039946737,4.0,2005.0,7.6,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,142.0,43426961.0,Tears of the Sun ,0.7952063914780293,4.0,2003.0,6.6,17440.130650769996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,100.0,47000485.0,Killers ,0.7952063914780293,3.0,2010.0,5.4,17440.130650769996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,116.0,45434443.0,The Man from U.N.C.L.E. ,0.7952063914780293,3.0,2015.0,7.3,43000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,131.0,42044321.0,Spanglish ,0.7952063914780293,3.0,2004.0,6.5,17440.130650769996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,91.0,73661010.0,Monster House ,0.7952063914780293,2.0,2006.0,6.6,17440.130650769996,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,123.0,41523271.0,Bandits ,0.7952063914780293,3.0,2001.0,6.6,17440.130650769996,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,134.0,37600435.0,First Knight ,0.7952063914780293,3.0,1995.0,5.9,17440.130650769996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,148.0,39251128.0,Anna and the King ,0.7952063914780293,3.0,1999.0,6.7,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,110.0,83503161.0,Immortals ,0.7952063914780293,4.0,2011.0,6.1,30000.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,113.0,34636443.0,Hostage ,0.7952063914780293,4.0,2005.0,6.6,17440.130650769996,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,94.0,22751979.0,Titan A.E. ,0.7952063914780293,2.0,2000.0,6.6,17440.130650769996,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,116.0,30013346.0,Hollywood Homicide ,0.7952063914780293,3.0,2003.0,5.3,648.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99.0,14567883.0,Soldier ,0.08468708388814913,4.0,1998.0,6.0,17440.130650769996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,93.0,5409517.0,Monkeybone ,0.7952063914780293,3.0,2001.0,4.7,683.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,113.0,21009180.0,Flight of the Phoenix ,0.7952063914780293,3.0,2004.0,6.1,1000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,106.0,94999143.0,Unbreakable ,0.7952063914780293,3.0,2000.0,7.2,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,91.0,336029560.0,Minions ,0.7952063914780293,2.0,2015.0,6.4,70000.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,128.0,36381716.0,Sucker Punch ,0.7952063914780293,3.0,2011.0,6.1,42000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,98.0,55585389.0,Snake Eyes ,0.7952063914780293,4.0,1998.0,5.9,880.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,134.0,36976367.0,Sphere ,0.7952063914780293,3.0,1998.0,6.0,17440.130650769996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,97.0,107225164.0,The Angry Birds Movie ,0.7952063914780293,2.0,2016.0,6.3,14000.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,112.0,70224196.0,Fool's Gold ,0.7952063914780293,3.0,2008.0,5.6,17440.130650769996,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,153.0,51814190.0,Funny People ,0.7952063914780293,4.0,2009.0,6.4,17440.130650769996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,110.0,47456450.0,The Kingdom ,0.7952063914780293,4.0,2007.0,7.1,17440.130650769996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,122.0,148213377.0,Talladega Nights: The Ballad of Ricky Bobby ,0.7952063914780293,3.0,2006.0,6.6,17440.130650769996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
